generation,Npop,diversity,encountered,core_pop,core_size
241,512,71,2607,337,4
242,514,74,2614,335,3
243,470,76,2622,280,3
244,509,77,2632,321,4
245,519,81,2644,349,5
246,485,78,2649,290,3
247,515,77,2653,333,3
248,503,83,2655,305,3
249,521,78,2660,342,3
250,525,83,2666,338,3
251,512,71,2667,333,4
252,536,84,2675,351,3
253,497,83,2681,322,5
254,500,84,2683,342,7
255,512,78,2688,339,4
256,522,91,2696,351,4
257,521,84,2700,332,3
258,522,85,2707,324,3
259,518,85,2711,325,4
260,647,96,2721,416,5
261,675,93,2729,455,4
262,674,93,2737,446,4
263,676,104,2746,433,4
264,687,109,2756,429,4
265,651,98,2765,424,6
266,657,91,2769,434,5
267,684,89,2774,484,6
268,727,96,2781,506,5
269,651,92,2785,427,5
270,686,97,2790,470,7
271,675,103,2797,443,5
272,664,110,2801,438,5
273,687,106,2811,451,4
274,723,102,2817,485,5
275,719,114,2826,462,4
276,691,112,2832,447,4
277,703,107,2839,469,5
278,688,103,2842,445,4
279,714,112,2849,472,4
280,691,109,2852,431,4
281,668,106,2860,435,5
282,721,103,2865,504,5
283,693,96,2865,466,5
284,702,97,2871,479,6
285,679,104,2876,451,5
286,640,92,2879,425,6
287,670,104,2886,439,4
288,620,103,2892,393,5
289,688,110,2897,449,4
290,673,102,2899,441,5
291,713,100,2904,462,4
292,678,105,2907,434,4
293,751,105,2909,514,5
294,715,102,2913,470,5
295,696,99,2914,466,7
296,645,97,2919,398,5
297,649,105,2925,407,5
298,705,105,2926,453,5
299,687,99,2928,458,8
300,602,97,2929,368,6
301,540,97,2932,318,6
302,653,105,2936,421,6
303,660,107,2943,439,9
304,677,103,2945,446,7
305,677,109,2949,449,7
306,670,105,2952,444,8
307,699,112,2957,454,4
308,684,108,2960,437,5
309,650,97,2962,425,7
310,668,99,2963,441,8
311,659,104,2966,443,9
312,650,105,2970,431,9
313,688,106,2974,447,5
314,729,95,2977,489,4
315,689,96,2981,465,6
316,697,95,2985,477,5
317,674,101,2991,439,4
318,701,99,2994,483,6
319,701,104,2997,463,4
320,695,106,3001,454,4
321,684,110,3006,436,5
322,680,105,3006,442,5
323,669,102,3011,425,5
324,658,108,3015,415,4
325,644,97,3017,426,6
326,661,100,3020,424,4
327,684,100,3020,464,5
328,653,99,3021,415,6
329,713,96,3023,471,5
330,713,95,3024,474,5
